theta_arcmin,psf_sr-1,s_deg2_sr-1,encircled_energy
1.350630085247145118e+01,1.084640099678502565e+03,5.496117318701291055e+01,7.814891733744929736e-01
1.380401651297782273e+01,1.019518467950412628e+03,5.396392582680098116e+01,7.837618962803905021e-01
1.410829463758735081e+01,9.581746930475688941e+02,5.297747281156079424e+01,7.859932271612573018e-01
1.441927988088431434e+01,9.004030898485049192e+02,5.200218825990737059e+01,7.881836243457731594e-01
1.473712008603406254e+01,8.460070383781513783e+02,5.103836109610261929e+01,7.903335598436769249e-01
1.506196635506800874e+01,7.947999167681873587e+02,5.008626632895936837e+01,7.924435179626615477e-01
1.539397312071793067e+01,7.466048687854470245e+02,4.914617975552500440e+01,7.945139939708633081e-01
1.573329821983367083e+01,7.012530114445374920e+02,4.821828813778029854e+01,7.965454928419930525e-01
1.608010296841917253e+01,6.585847070672499513e+02,4.730279380227830899e+01,7.985385280594888835e-01
1.643455223832251733e+01,6.184484497244214936e+02,4.639986925077237601e+01,8.004936204718233750e-01
1.679681453561640225e+01,5.807001975770592708e+02,4.550963232873436226e+01,8.024112972292577473e-01
1.716706208070636919e+01,5.452039807647355474e+02,4.463221831403673434e+01,8.042920907646118334e-01
1.754547089020480044e+01,5.118306382059265047e+02,4.376771111914126067e+01,8.061365378321658781e-01
1.793222086060967513e+01,4.804578730253967933e+02,4.291617148001258641e+01,8.079451786170696037e-01
1.832749585382779856e+01,4.509703805027339172e+02,4.207767914537338783e+01,8.097185558807769024e-01
1.873148378458322227e+01,4.232585167046390211e+02,4.125224289529029420e+01,8.114572141693370266e-01
1.914437670975237538e+01,3.972189173499003232e+02,4.043988253868031535e+01,8.131616990755282659e-01
1.956637091966839748e+01,3.727540184257747455e+02,3.964061627173713731e+01,8.148325565354465061e-01
1.999766703143802360e+01,3.497712533926315359e+02,3.885440640201263562e+01,8.164703321876286557e-01
2.043847008431550094e+01,3.281835341433853728e+02,3.808123760867692198e+01,8.180755707696993895e-01
2.088898963717873514e+01,3.079085300889919381e+02,3.732107017714334773e+01,8.196488155512481333e-01
2.134943986815411421e+01,2.888684083018362685e+02,3.657383641281646902e+01,8.211906078241117957e-01
2.182003967643733588e+01,2.709900016879824989e+02,3.583949147049714412e+01,8.227014864162984775e-01
2.230101278635862982e+01,2.542040458916418402e+02,3.511794797444287042e+01,8.241819872470524944e-01
2.279258785374185692e+01,2.384452864397961491e+02,3.440911604389710732e+01,8.256326429267413225e-01
2.329499857460808343e+01,2.236524121519952928e+02,3.371292715553914832e+01,8.270539823744961216e-01
2.380848379627522604e+01,2.097673154983022243e+02,3.302925648658484903e+01,8.284465304798370733e-01
2.433328763090669966e+01,1.967354595143030735e+02,3.235800387565793557e+01,8.298108077933571414e-01
2.486965957156292362e+01,1.845054807666782892e+02,3.169906494539246111e+01,8.311473302360625759e-01
2.541785461081096997e+01,1.730288573639412277e+02,3.105230344777320184e+01,8.324566088503757566e-01
2.597813336194865386e+01,1.622600729471885472e+02,3.041760739391496315e+01,8.337391495668110553e-01
2.655076218290076184e+01,1.521561910055941382e+02,2.979484376963586101e+01,8.349954529937589909e-01
2.713601330284627267e+01,1.426767761601387576e+02,2.918386945088504802e+01,8.362260142409186914e-01
2.773416495163679230e+01,1.337839147375430571e+02,2.858456501098461899e+01,8.374313227509757596e-01
2.834550149206772218e+01,1.254417828701485149e+02,2.799677500357511306e+01,8.386118621581254429e-01
2.897031355506505435e+01,1.176167544579377733e+02,2.742035555592760332e+01,8.397681101690801508e-01
2.960889817785203348e+01,1.102772717675017020e+02,2.685517615458674001e+01,8.409005384513924541e-01
3.026155894516139711e+01,1.033935263508307401e+02,2.630107146857036682e+01,8.420096125483260696e-01
3.092860613356033639e+01,9.693759934436477010e+01,2.575790015771156050e+01,8.430957918063997081e-01
3.161035685895673097e+01,9.088322991030392473e+01,2.522551548409513700e+01,8.441595293113927090e-01
3.230713522735686638e+01,8.520568437185565358e+01,2.470375475748436500e+01,8.452012718496786370e-01
3.301927248894624256e+01,7.988180331589276761e+01,2.419247829964587027e+01,8.462214598725233961e-01
3.374710719556672700e+01,7.488976318068139904e+01,2.369152727849113305e+01,8.472205274736854808e-01
3.449098536166496132e+01,7.020906695935046571e+01,2.320074358580797025e+01,8.481989023854095144e-01
