theta_arcmin,psf_sr-1,s_deg2_sr-1,encircled_energy
3.983543621435013282e+00,9.649239113957324662e+03,4.253336297308035796e+01,9.614086090026607856e-01
4.071351773597895018e+00,1.010755747762793908e+04,4.653942088983985315e+01,9.631401065466574929e-01
4.161095456614454235e+00,8.889383655744357384e+03,4.275476335340179190e+01,9.651869934627336223e-01
4.252817334856886511e+00,7.071597442279052302e+03,3.552781414550529604e+01,9.666719810953963155e-01
4.346561013136360785e+00,7.148058145598987721e+03,3.751259742177504108e+01,9.682568343151396473e-01
4.442371057432859871e+00,7.093828360526397773e+03,3.888730420393919474e+01,9.699111899688577232e-01
4.540293016081960786e+00,5.504931464648580004e+03,3.152224783142068532e+01,9.713031085445192891e-01
4.640373441428621071e+00,5.059908970615681028e+03,3.026537560511791369e+01,9.725785821158334787e-01
4.742659911958289065e+00,5.358357597216949216e+03,3.347905256163868870e+01,9.739665451136595431e-01
4.847201054915829310e+00,4.204745960377253141e+03,2.744222553302728684e+01,9.752371372587446130e-01
4.954046569423036672e+00,3.681656536585871891e+03,2.509926126488870324e+01,9.762379213809038170e-01
5.063247250105728625e+00,3.992475178155696995e+03,2.843138360358636163e+01,9.773761551036862505e-01
5.174855011241634273e+00,3.061097720719880272e+03,2.277042128473905436e+01,9.785066678525533579e-01
5.288922911440569585e+00,2.778531741856080316e+03,2.158973619801027155e+01,9.793790799640751388e-01
5.405505178868641458e+00,2.947028714915246837e+03,2.391962916131747363e+01,9.803711967773409697e-01
5.524657237028446133e+00,2.118705591508818088e+03,1.796299665498917264e+01,9.812383641804094392e-01
5.646435731107545486e+00,2.226176900047886193e+03,1.971541620595078115e+01,9.819780897703386247e-01
5.770898554907732070e+00,2.030935421457111488e+03,1.878799748874331499e+01,9.828160609122554847e-01
5.898104878367885995e+00,1.535796106374499459e+03,1.484075662157966846e+01,9.835211116199407133e-01
6.028115175693510963e+00,1.785917894690925550e+03,1.802694240435482698e+01,9.842209890850313059e-01
6.160991254106327197e+00,1.248950569332908117e+03,1.316873123561268955e+01,9.848781405010343937e-01
6.296796283227577007e+00,1.368212183397564786e+03,1.506920144768689518e+01,9.854162203293639344e-01
