t_rel_s,P1_global_dot_x,P1_global_dot_y,P1_global_leftchk_Ylin,P1_global_leftchk_sat,P1_global_leftchk_edge_rel,P1_global_gazering_R,P1_global_gazering_G,P1_global_gazering_B,P2_afterimages_dot_x,P2_afterimages_dot_y,P2_afterimages_leftchk_Ylin,P2_afterimages_leftchk_sat,P2_afterimages_leftchk_edge_rel,P2_afterimages_gazering_R,P2_afterimages_gazering_G,P2_afterimages_gazering_B,P3_lowlight_dot_x,P3_lowlight_dot_y,P3_lowlight_leftchk_Ylin,P3_lowlight_leftchk_sat,P3_lowlight_leftchk_edge_rel,P3_lowlight_gazering_R,P3_lowlight_gazering_G,P3_lowlight_gazering_B
-0.500,454.9,143.2,0.003194,0.4094,0.12380,0.168339,0.151419,0.110205,454.9,143.2,0.003138,0.4003,0.11463,0.206206,0.187579,0.138290,454.9,143.2,0.003329,0.2460,0.07479,0.191387,0.171522,0.125235
-0.467,454.3,143.2,0.003183,0.4112,0.12948,0.168840,0.152098,0.110489,454.3,143.2,0.003145,0.4017,0.11339,0.210144,0.191232,0.140949,454.3,143.2,0.003329,0.2367,0.08901,0.196421,0.176307,0.128453
-0.433,454.3,143.2,0.003292,0.3937,0.10385,0.171579,0.153940,0.112554,454.3,143.2,0.003178,0.4028,0.11466,0.210910,0.191820,0.140756,454.3,143.2,0.003369,0.2296,0.11644,0.197950,0.177542,0.129330
-0.400,454.3,143.2,0.003296,0.3936,0.10636,0.171852,0.154610,0.112608,454.3,143.2,0.003187,0.4046,0.11451,0.212108,0.192632,0.140909,454.3,143.2,0.003369,0.2298,0.11640,0.199878,0.179136,0.130973
-0.367,454.3,142.9,0.003340,0.3974,0.10775,0.174108,0.156441,0.113954,454.3,142.9,0.003211,0.4057,0.11313,0.215464,0.195796,0.143842,454.3,142.9,0.003417,0.2411,0.09608,0.204975,0.183515,0.134381
-0.333,454.3,142.9,0.003334,0.4005,0.11821,0.174567,0.157267,0.114253,454.3,142.9,0.003216,0.4069,0.11393,0.216552,0.196432,0.143755,454.3,142.9,0.003431,0.2399,0.09560,0.206364,0.184771,0.135229
-0.300,454.3,142.9,0.003384,0.3973,0.10218,0.177272,0.159131,0.116271,454.3,142.9,0.003254,0.4076,0.11283,0.217252,0.196959,0.143687,454.3,142.9,0.003463,0.2444,0.08203,0.207765,0.186275,0.136210
-0.267,453.9,142.9,0.003387,0.3989,0.10413,0.177811,0.160059,0.116747,453.9,142.9,0.003258,0.4076,0.11442,0.219678,0.198911,0.145004,453.9,142.9,0.003475,0.2456,0.08050,0.211036,0.189018,0.138458
-0.233,453.9,142.9,0.003445,0.3987,0.10677,0.180263,0.162112,0.117922,453.9,142.9,0.003298,0.4030,0.11617,0.220275,0.199249,0.144947,453.9,142.9,0.003524,0.2540,0.07750,0.212750,0.190417,0.139213
-0.200,453.9,142.9,0.003447,0.4015,0.11657,0.180744,0.162917,0.118145,453.9,142.9,0.003307,0.4039,0.11805,0.221212,0.199739,0.145262,453.9,142.9,0.003542,0.2555,0.07928,0.214501,0.191770,0.140441
-0.167,453.9,142.9,0.003512,0.3958,0.09565,0.183284,0.164574,0.120126,453.9,142.9,0.003359,0.4011,0.11014,0.222130,0.200517,0.145741,453.9,142.9,0.003616,0.2420,0.08327,0.215783,0.193173,0.140645
-0.133,453.9,142.9,0.003511,0.3997,0.09691,0.183723,0.165406,0.120183,453.9,142.9,0.003365,0.4041,0.11039,0.224868,0.202301,0.147338,453.9,142.9,0.003627,0.2397,0.08824,0.217925,0.194619,0.142027
-0.100,453.9,142.9,0.003536,0.4017,0.10238,0.186122,0.167298,0.121772,453.9,142.9,0.003436,0.3979,0.10574,0.225133,0.202930,0.147642,453.9,142.9,0.003692,0.2349,0.09156,0.220273,0.197130,0.143311
-0.067,453.3,142.2,0.003532,0.4056,0.10858,0.186566,0.168109,0.121998,453.3,142.2,0.003454,0.3952,0.10697,0.230708,0.207857,0.151967,453.9,142.9,0.003697,0.2356,0.09066,0.222170,0.198752,0.144567
-0.033,453.3,142.2,0.003626,0.3942,0.10114,0.189248,0.169958,0.124069,453.3,142.2,0.003465,0.4016,0.11049,0.230951,0.208253,0.151673,453.3,142.2,0.003696,0.2359,0.10124,0.227043,0.203644,0.148017
0.000,141.8,197.8,0.003628,0.3933,0.23109,0.005290,0.003341,0.002709,141.8,197.8,0.004780,0.5763,0.19068,0.019949,0.003665,0.008690,141.8,197.8,0.004465,0.4890,0.19081,0.016427,0.003339,0.007765
0.033,141.2,196.8,0.003681,0.3943,0.23986,0.005363,0.003427,0.002747,141.2,196.8,0.004791,0.5800,0.18330,0.019864,0.003590,0.008691,141.2,196.8,0.004525,0.4897,0.19592,0.016527,0.003343,0.007842
0.067,141.8,196.2,0.003724,0.3855,0.21617,0.005361,0.003515,0.002795,141.8,196.2,0.004732,0.5812,0.18114,0.019767,0.003477,0.008583,141.8,196.2,0.004495,0.4906,0.19878,0.016558,0.003273,0.007832
0.100,141.2,196.2,0.003788,0.3875,0.21238,0.005461,0.003557,0.002852,141.2,196.2,0.004728,0.5892,0.18219,0.020003,0.003310,0.008685,141.2,196.2,0.004504,0.4935,0.19728,0.016647,0.003209,0.007869
0.133,141.2,195.2,0.003779,0.3863,0.21739,0.005415,0.003602,0.002820,141.2,195.2,0.004675,0.5909,0.18922,0.019576,0.003255,0.008477,141.2,195.2,0.004480,0.4958,0.20033,0.016557,0.003132,0.007808
0.167,141.2,194.8,0.003817,0.3900,0.21288,0.005626,0.003608,0.002891,141.2,194.8,0.004704,0.5917,0.18471,0.019677,0.003157,0.008525,141.2,195.2,0.004499,0.4969,0.19533,0.016604,0.003081,0.007840
0.200,140.8,194.2,0.003804,0.3890,0.21578,0.005655,0.003579,0.002947,140.8,194.2,0.004649,0.5951,0.18908,0.019384,0.003039,0.008392,141.2,194.8,0.004473,0.4999,0.19623,0.016580,0.002983,0.007807
0.233,140.8,193.2,0.003890,0.3885,0.21431,0.005684,0.003687,0.002924,140.8,193.2,0.004686,0.5933,0.18716,0.019351,0.003020,0.008389,140.8,194.2,0.004499,0.5005,0.20015,0.016693,0.002948,0.007869
0.267,140.8,192.2,0.003879,0.3862,0.21424,0.005703,0.003664,0.002992,140.8,192.2,0.004638,0.5970,0.19449,0.019133,0.002939,0.008275,140.8,193.2,0.004471,0.5021,0.20196,0.016554,0.002889,0.007799
0.300,141.2,191.8,0.003947,0.3874,0.20955,0.005732,0.003736,0.002967,141.2,191.8,0.004654,0.5943,0.18754,0.019054,0.002908,0.008114,140.8,192.2,0.004496,0.4996,0.20135,0.016564,0.002850,0.007802
0.333,140.8,192.2,0.003939,0.3838,0.21686,0.005744,0.003714,0.002997,140.8,192.2,0.004617,0.5981,0.19342,0.019031,0.002793,0.008107,141.2,191.8,0.004454,0.5016,0.20347,0.016432,0.002782,0.007743
0.367,140.8,191.8,0.004045,0.3797,0.21169,0.005851,0.003819,0.003020,140.8,191.8,0.004631,0.5963,0.19239,0.018838,0.002787,0.007970,140.8,192.2,0.004485,0.5002,0.20327,0.016495,0.002744,0.007800
0.400,140.8,191.8,0.004054,0.3834,0.21171,0.005862,0.003818,0.003035,140.8,191.8,0.004594,0.5967,0.19409,0.018597,0.002710,0.007992,140.8,191.8,0.004454,0.5017,0.20643,0.016289,0.002680,0.007683
0.433,140.8,191.8,0.004137,0.3816,0.20935,0.006010,0.003915,0.003091,140.8,191.8,0.004590,0.5978,0.19307,0.018535,0.002625,0.007991,140.8,191.8,0.004472,0.5002,0.20229,0.016253,0.002624,0.007695
0.467,141.2,191.8,0.004136,0.3836,0.20982,0.005981,0.003938,0.003098,141.2,191.8,0.004524,0.5989,0.19458,0.018272,0.002508,0.007765,141.2,191.8,0.004427,0.5045,0.20193,0.016130,0.002547,0.007659
0.500,140.8,191.8,0.004173,0.3828,0.20539,0.006083,0.003989,0.003128,140.8,191.8,0.004542,0.6019,0.19208,0.018484,0.002422,0.007935,140.8,191.8,0.004439,0.5098,0.19062,0.016175,0.002477,0.007656
0.533,140.8,191.8,0.004171,0.3838,0.20637,0.006056,0.003991,0.003134,140.8,191.8,0.004500,0.6017,0.19131,0.018183,0.002356,0.007767,140.8,191.8,0.004405,0.5089,0.19671,0.016065,0.002429,0.007626
0.567,141.2,191.2,0.004193,0.3894,0.20237,0.006228,0.003995,0.003211,141.2,191.2,0.004503,0.6055,0.19247,0.018143,0.002291,0.007838,141.2,191.2,0.004406,0.5094,0.18479,0.016002,0.002393,0.007657
0.600,141.2,191.2,0.004205,0.3920,0.20400,0.006171,0.004046,0.003135,141.2,191.2,0.004457,0.6049,0.19609,0.017804,0.002233,0.007656,141.2,191.2,0.004399,0.5089,0.18436,0.015966,0.002384,0.007634
0.633,141.8,190.8,0.004263,0.3913,0.20118,0.006298,0.004075,0.003233,141.8,190.8,0.004468,0.6037,0.19323,0.017794,0.002190,0.007679,141.2,191.2,0.004408,0.5101,0.18331,0.015847,0.002312,0.007594
0.667,141.8,190.8,0.004278,0.3938,0.20224,0.006275,0.004098,0.003175,141.8,190.8,0.004429,0.6030,0.19594,0.017466,0.002159,0.007477,141.8,190.8,0.004374,0.5105,0.18517,0.015746,0.002261,0.007522
0.700,142.8,190.2,0.004318,0.3939,0.20321,0.006363,0.004115,0.003277,142.8,190.2,0.004448,0.5995,0.19965,0.017423,0.002136,0.007558,141.8,190.8,0.004407,0.5030,0.18327,0.015602,0.002273,0.007511
0.733,143.2,190.2,0.004320,0.3947,0.20268,0.006326,0.004130,0.003229,143.2,190.2,0.004420,0.5981,0.20265,0.017122,0.002099,0.007395,142.8,190.2,0.004382,0.4980,0.18769,0.015429,0.002264,0.007480
0.767,143.8,190.2,0.004418,0.3907,0.20463,0.006497,0.004185,0.003341,143.8,190.2,0.004455,0.5949,0.20049,0.017233,0.002081,0.007426,143.2,190.2,0.004419,0.4870,0.18668,0.015287,0.002225,0.007401
0.800,144.2,189.8,0.004427,0.3905,0.20600,0.006487,0.004220,0.003322,144.2,189.8,0.004412,0.5922,0.20381,0.016853,0.002039,0.007228,143.8,190.2,0.004407,0.4859,0.18563,0.015287,0.002189,0.007409
0.833,144.2,189.8,0.004483,0.3881,0.20093,0.006692,0.004290,0.003430,144.2,189.8,0.004444,0.5928,0.20300,0.016777,0.002023,0.007240,144.2,189.8,0.004423,0.4998,0.18647,0.015214,0.002117,0.007467
0.867,144.8,190.2,0.004486,0.3913,0.20559,0.006670,0.004318,0.003413,144.8,190.2,0.004425,0.5910,0.20316,0.016676,0.001960,0.007183,144.8,190.2,0.004402,0.5004,0.19007,0.015171,0.002072,0.007416
0.900,145.2,190.2,0.004536,0.3873,0.19883,0.006799,0.004347,0.003512,145.2,190.2,0.004439,0.5877,0.20568,0.016502,0.001958,0.007151,145.2,190.2,0.004424,0.4906,0.18733,0.014995,0.002085,0.007398
0.933,145.2,189.8,0.004539,0.3909,0.20145,0.006767,0.004375,0.003466,145.2,189.8,0.004420,0.5888,0.20652,0.016313,0.001915,0.007043,145.2,189.8,0.004412,0.4901,0.18894,0.014791,0.002072,0.007290
0.967,145.8,189.2,0.004588,0.3869,0.20065,0.006883,0.004400,0.003568,145.8,189.2,0.004440,0.5868,0.20908,0.016225,0.001912,0.007055,145.8,189.2,0.004428,0.4861,0.18542,0.014694,0.002072,0.007281
1.000,145.8,189.8,0.004591,0.3892,0.20744,0.006837,0.004408,0.003503,145.8,189.8,0.004407,0.5881,0.21796,0.015909,0.001894,0.006849,145.8,189.8,0.004419,0.4869,0.18811,0.014612,0.002027,0.007203
1.033,145.2,189.8,0.004650,0.3868,0.20294,0.006964,0.004414,0.003565,145.2,189.8,0.004475,0.5851,0.21908,0.015856,0.001888,0.006878,145.8,189.8,0.004441,0.4881,0.18744,0.014595,0.002014,0.007237
1.067,145.8,189.8,0.004715,0.3908,0.23311,0.006939,0.004533,0.003485,145.8,189.8,0.004462,0.5845,0.21714,0.015687,0.001849,0.006769,145.2,189.8,0.004434,0.4898,0.18879,0.014330,0.001993,0.007181
1.100,145.8,189.2,0.004735,0.3904,0.22968,0.006988,0.004551,0.003538,145.8,189.2,0.004485,0.5825,0.21326,0.015655,0.001839,0.006842,145.8,189.8,0.004460,0.4886,0.18980,0.014362,0.001958,0.007208
1.133,145.8,188.8,0.004732,0.3923,0.23208,0.006974,0.004565,0.003505,145.8,188.8,0.004465,0.5814,0.21231,0.015348,0.001821,0.006674,145.8,189.2,0.004458,0.4895,0.19018,0.014197,0.001945,0.007102
1.167,145.8,188.2,0.004794,0.3886,0.22172,0.007108,0.004611,0.003593,145.8,188.2,0.004515,0.5799,0.21025,0.015289,0.001838,0.006685,145.8,188.8,0.004491,0.4855,0.19011,0.014218,0.001952,0.007143
1.200,145.8,188.2,0.004784,0.3906,0.22741,0.007060,0.004613,0.003562,145.8,188.2,0.004497,0.5811,0.20825,0.015062,0.001811,0.006591,145.8,188.2,0.004475,0.4857,0.19111,0.013913,0.001941,0.007021
1.233,146.2,188.2,0.004855,0.3887,0.21980,0.007192,0.004668,0.003627,146.2,188.2,0.004526,0.5800,0.21163,0.014983,0.001820,0.006524,146.2,188.2,0.004524,0.4827,0.19090,0.013910,0.001947,0.007059
1.267,146.8,188.2,0.004843,0.3919,0.22548,0.007146,0.004691,0.003617,146.8,188.2,0.004518,0.5788,0.21563,0.014799,0.001790,0.006450,146.8,188.2,0.004516,0.4806,0.19448,0.013764,0.001930,0.007013
1.300,146.8,187.2,0.004944,0.3883,0.21910,0.007335,0.004818,0.003761,146.8,187.2,0.004560,0.5781,0.21536,0.014724,0.001827,0.006451,146.8,187.2,0.004552,0.4768,0.19498,0.013677,0.001949,0.006999
1.333,146.8,187.2,0.004937,0.3881,0.22366,0.007302,0.004830,0.003727,146.8,187.2,0.004553,0.5779,0.22051,0.014533,0.001813,0.006378,146.8,187.2,0.004549,0.4770,0.19652,0.013540,0.001928,0.006925
